"","state","week_end","percent_visits_rsv_state"
"726","Colorado",2024-11-30,0.12
"727","Florida",2024-11-30,0.76
"728","Hawaii",2024-11-30,0.5
"729","Illinois",2024-11-30,0.66
"730","Kansas",2024-11-30,0.19
"731","Michigan",2024-11-30,0.41
"732","Mississippi",2024-11-30,1.34
"733","Montana",2024-11-30,0.05
"734","Nevada",2024-11-30,0.31
"735","New Jersey",2024-11-30,0.71
"736","Rhode Island",2024-11-30,0.5
"737","Utah",2024-11-30,0.06
"738","Virginia",2024-11-30,0.71
"739","West Virginia",2024-11-30,0.4
"740","Alabama",2024-12-07,1.23
"741","District of Columbia",2024-12-07,1
"742","Hawaii",2024-12-07,0.58
"743","Illinois",2024-12-07,0.84
"744","Louisiana",2024-12-07,1.24
"745","Maine",2024-12-07,0.1
"746","Maryland",2024-12-07,1.01
"747","Nebraska",2024-12-07,0.08
"748","Nevada",2024-12-07,0.48
"749","New Hampshire",2024-12-07,0.71
"750","New Jersey",2024-12-07,0.94
"751","Rhode Island",2024-12-07,0.59
"752","Texas",2024-12-07,1.16
"753","Wisconsin",2024-12-07,0.13
"754","Illinois",2024-12-14,1.1
"755","Iowa",2024-12-14,0.38
"756","Louisiana",2024-12-14,1.18
"757","Massachusetts",2024-12-14,1.29
"758","Montana",2024-12-14,0.08
"759","Nevada",2024-12-14,0.55
"760","New Hampshire",2024-12-14,0.99
"761","North Carolina",2024-12-14,1.12
"762","Ohio",2024-12-14,0.59
"763","Oklahoma",2024-12-14,0.49
"764","South Carolina",2024-12-14,1.07
"765","United States",2024-12-14,0.73
"766","Vermont",2024-12-14,0.33
"767","West Virginia",2024-12-14,0.59
"768","California",2024-12-21,0.46
"769","Colorado",2024-12-21,0.36
"770","Illinois",2024-12-21,1.4
"771","Indiana",2024-12-21,0.87
"772","Kansas",2024-12-21,0.42
"773","Louisiana",2024-12-21,1.33
"774","Maryland",2024-12-21,1.25
"775","Nevada",2024-12-21,0.67
"776","New Hampshire",2024-12-21,1.5
"777","United States",2024-12-21,0.9
"778","Utah",2024-12-21,0.25
"779","Virginia",2024-12-21,1.03
"780","Wisconsin",2024-12-21,0.37
"781","Alaska",2024-12-28,2.1
"782","Georgia",2024-12-28,0.76
"783","Maryland",2024-12-28,1.48
"784","Massachusetts",2024-12-28,1.67
"785","Minnesota",2024-12-28,0.79
"786","North Dakota",2024-12-28,0.18
"787","Oklahoma",2024-12-28,1.3
"788","Oregon",2024-12-28,0.7
"789","Utah",2024-12-28,0.43
"790","California",2025-01-04,0.72
"791","Colorado",2025-01-04,0.59
"792","Florida",2025-01-04,0.71
"793","Hawaii",2025-01-04,0.72
"794","Idaho",2025-01-04,0.46
"795","Illinois",2025-01-04,1.68
"796","Louisiana",2025-01-04,1.31
"797","Maine",2025-01-04,0.43
"798","Michigan",2025-01-04,1.26
"799","Montana",2025-01-04,0.25
"800","New Hampshire",2025-01-04,1.37
"801","New Jersey",2025-01-04,1.02
"802","New Mexico",2025-01-04,0.68
"803","North Dakota",2025-01-04,0.31
"804","South Carolina",2025-01-04,1.14
"805","Texas",2025-01-04,1.3
"806","United States",2025-01-04,1.04
"807","Washington",2025-01-04,1.04
"808","Wyoming",2025-01-04,0
"809","Hawaii",2025-01-11,0.51
"810","North Carolina",2025-01-11,1.37
"811","Oregon",2025-01-11,0.75
"812","Virginia",2025-01-11,0.68
"813","Washington",2025-01-11,0.76
"814","Alaska",2025-01-18,0.9
"815","Colorado",2025-01-18,0.62
"816","Indiana",2025-01-18,0.7
"817","Louisiana",2025-01-18,0.53
"818","Maine",2025-01-18,0.44
"819","Massachusetts",2025-01-18,0.66
"820","North Carolina",2025-01-18,0.89
"821","Rhode Island",2025-01-18,0.36
"822","Tennessee",2025-01-18,0.54
"823","Texas",2025-01-18,0.6
"824","United States",2025-01-18,0.56
"825","Virginia",2025-01-18,0.43
"826","Georgia",2022-10-01,0.54
"827","Illinois",2022-10-01,0.88
"828","Iowa",2022-10-01,0.41
"829","Michigan",2022-10-01,0.21
"830","Nevada",2022-10-01,0.14
"831","New Hampshire",2022-10-01,0.25
"832","New Jersey",2022-10-01,0.3
"833","North Carolina",2022-10-01,0.95
"834","North Dakota",2022-10-01,0.4
"835","Oklahoma",2022-10-01,0.64
"836","Oregon",2022-10-01,0.04
"837","South Carolina",2022-10-01,1.16
"838","United States",2022-10-01,0.55
"839","Utah",2022-10-01,0.17
"840","Delaware",2022-10-08,1.29
"841","Idaho",2022-10-08,0.04
"842","Kansas",2022-10-08,0.41
"843","Louisiana",2022-10-08,0.71
"844","Maine",2022-10-08,0.28
"845","Maryland",2022-10-08,1.02
"846","Nebraska",2022-10-08,0.69
"847","Rhode Island",2022-10-08,0.28
"848","South Carolina",2022-10-08,0.94
"849","Tennessee",2022-10-08,1.3
"850","Texas",2022-10-08,0.87
"851","West Virginia",2022-10-08,0.99
"852","Arizona",2022-10-15,0.3
"853","Hawaii",2022-10-15,1.61
"854","Indiana",2022-10-15,1.5
"855","Iowa",2022-10-15,0.64
"856","Kansas",2022-10-15,0.52
"857","Kentucky",2022-10-15,1.43
"858","Louisiana",2022-10-15,0.7
"859","Michigan",2022-10-15,0.57
"860","New York",2022-10-15,0.39
"861","Oklahoma",2022-10-15,0.73
"862","Oregon",2022-10-15,0.12
"863","Rhode Island",2022-10-15,0.46
"864","South Carolina",2022-10-15,1
"865","South Dakota",2022-10-15,0.21
"866","Tennessee",2022-10-15,1.24
"867","Texas",2022-10-15,0.99
"868","Wyoming",2022-10-15,0.16
"869","Connecticut",2022-10-22,0.58
"870","Georgia",2022-10-22,0.27
"871","Iowa",2022-10-22,0.95
"872","North Dakota",2022-10-22,0.76
"873","Oregon",2022-10-22,0.22
"874","South Dakota",2022-10-22,0.53
"875","Tennessee",2022-10-22,1.06
"876","Washington",2022-10-22,0.69
"877","West Virginia",2022-10-22,2.44
"878","Alaska",2022-10-29,1.15
"879","Arizona",2022-10-29,0.62
"880","Delaware",2022-10-29,2.43
"881","Florida",2022-10-29,0.48
"882","Illinois",2022-10-29,2
"883","Maine",2022-10-29,1.1
"884","Montana",2022-10-29,0.16
"885","North Dakota",2022-10-29,1.47
"886","Pennsylvania",2022-10-29,1.24
"887","Utah",2022-10-29,0.69
"888","Vermont",2022-10-29,1.2
"889","Arizona",2022-11-05,0.96
"890","Delaware",2022-11-05,2.61
"891","Hawaii",2022-11-05,0.98
"892","Indiana",2022-11-05,1.46
"893","Maryland",2022-11-05,2.13
"894","Nevada",2022-11-05,1.11
"895","New Mexico",2022-11-05,2.34
"896","North Dakota",2022-11-05,2.09
"897","Oklahoma",2022-11-05,0.89
"898","Tennessee",2022-11-05,0.74
"899","Washington",2022-11-05,1.7
"900","West Virginia",2022-11-05,3.07
"901","Wyoming",2022-11-05,1.13
"902","Alabama",2022-11-12,0.33
"903","Arkansas",2022-11-12,0.82
"904","Colorado",2022-11-12,2.06
"905","Illinois",2022-11-12,1.79
"906","Indiana",2022-11-12,1.28
"907","Iowa",2022-11-12,1.66
"908","Kentucky",2022-11-12,1.48
"909","Maryland",2022-11-12,1.95
"910","Michigan",2022-11-12,2.35
"911","New Mexico",2022-11-12,3.26
"912","Oklahoma",2022-11-12,0.83
"913","Pennsylvania",2022-11-12,1.41
"914","Tennessee",2022-11-12,0.71
"915","Texas",2022-11-12,1.12
"916","United States",2022-11-12,1.2
"917","West Virginia",2022-11-12,2.46
"918","California",2022-11-19,1.21
"919","Colorado",2022-11-19,2.54
"920","Connecticut",2022-11-19,0.62
"921","District of Columbia",2022-11-19,1.26
"922","Idaho",2022-11-19,2.02
"923","Iowa",2022-11-19,2.08
"924","Mississippi",2022-11-19,0.23
"925","New Jersey",2022-11-19,1.04
"926","North Carolina",2022-11-19,0.98
"927","South Dakota",2022-11-19,1.48
"928","Texas",2022-11-19,1.01
"929","United States",2022-11-19,1.11
"930","Vermont",2022-11-19,3.07
"931","Washington",2022-11-19,2.33
"932","West Virginia",2022-11-19,2.03
"933","Wyoming",2022-11-19,1.75
"934","Arizona",2022-11-26,1.34
"935","Colorado",2022-11-26,2.53
"936","Delaware",2022-11-26,1
"937","Iowa",2022-11-26,2.13
"938","Maine",2022-11-26,1.41
"939","Massachusetts",2022-11-26,1.72
"940","Nebraska",2022-11-26,1.57
"941","New Jersey",2022-11-26,0.75
"942","Rhode Island",2022-11-26,0.58
"943","South Dakota",2022-11-26,1.39
"944","Texas",2022-11-26,0.97
"945","Vermont",2022-11-26,3.01
"946","West Virginia",2022-11-26,1.74
"947","Alabama",2022-12-03,0.3
"948","Arizona",2022-12-03,1.16
"949","Connecticut",2022-12-03,0.31
"950","Delaware",2022-12-03,0.95
"951","District of Columbia",2022-12-03,0.71
"952","Florida",2022-12-03,0.35
"953","Kansas",2022-12-03,1.3
"954","Massachusetts",2022-12-03,1.21
"955","Nebraska",2022-12-03,1.18
"956","Ohio",2022-12-03,0.65
"957","Pennsylvania",2022-12-03,0.61
"958","Rhode Island",2022-12-03,0.55
"959","United States",2022-12-03,0.82
"960","Utah",2022-12-03,3.41
"961","Vermont",2022-12-03,1.98
"962","Virginia",2022-12-03,0.46
"963","Arkansas",2022-12-10,0.32
"964","California",2022-12-10,0.79
"965","Colorado",2022-12-10,1.46
"966","Hawaii",2022-12-10,0.31
"967","Kansas",2022-12-10,1.09
"968","North Carolina",2022-12-10,0.53
"969","Pennsylvania",2022-12-10,0.44
"970","South Carolina",2022-12-10,0.35
"971","West Virginia",2022-12-10,0.86
"972","Wyoming",2022-12-10,2.23
"973","Alabama",2022-12-17,0.3
"974","Georgia",2022-12-17,0.15
"975","Illinois",2022-12-17,0.47
"976","Indiana",2022-12-17,0.35
"977","Iowa",2022-12-17,1.33
"978","Louisiana",2022-12-17,0.24
"979","Michigan",2022-12-17,0.85
"980","Nebraska",2022-12-17,0.71
"981","New Mexico",2022-12-17,1.53
"982","Oklahoma",2022-12-17,0.41
"983","Rhode Island",2022-12-17,0.27
"984","South Carolina",2022-12-17,0.23
"985","United States",2022-12-17,0.54
"986","Utah",2022-12-17,2.24
"987","Washington",2022-12-17,1.06
"988","Connecticut",2022-12-24,0.17
"989","Idaho",2022-12-24,1.81
"990","Illinois",2022-12-24,0.37
"991","Iowa",2022-12-24,1.13
"992","Maryland",2022-12-24,0.39
"993","Nevada",2022-12-24,0.87
"994","New Hampshire",2022-12-24,0.33
"995","New York",2022-12-24,0.22
"996","South Dakota",2022-12-24,1.09
"997","United States",2022-12-24,0.46
"998","Virginia",2022-12-24,0.27
"999","Wyoming",2022-12-24,2.52
"1000","Arkansas",2022-12-31,0.24
"1001","California",2022-12-31,0.61
"1002","Georgia",2022-12-31,0.11
"1003","Hawaii",2022-12-31,0.12
"1004","Illinois",2022-12-31,0.32
"1005","Maryland",2022-12-31,0.35
"1006","New Jersey",2022-12-31,0.29
"1007","Oregon",2022-12-31,1.24
"1008","United States",2022-12-31,0.4
"1009","Wyoming",2022-12-31,2.7
"1010","Alabama",2023-01-07,0.18
"1011","Delaware",2023-01-07,0.39
"1012","District of Columbia",2023-01-07,0.45
"1013","Georgia",2023-01-07,0.15
"1014","Minnesota",2023-01-07,0.97
"1015","Nevada",2023-01-07,0.72
"1016","New Hampshire",2023-01-07,0.29
"1017","Rhode Island",2023-01-07,0.21
"1018","South Dakota",2023-01-07,0.81
"1019","Washington",2023-01-07,0.74
"1020","Florida",2023-01-14,0.16
"1021","Hawaii",2023-01-14,0.06
"1022","Illinois",2023-01-14,0.19
"1023","Maine",2023-01-14,0.26
"1024","Minnesota",2023-01-14,0.61
"1025","Nebraska",2023-01-14,0.29
"1026","New Mexico",2023-01-14,0.48
"1027","Oklahoma",2023-01-14,0.23
"1028","Oregon",2023-01-14,0.71
"1029","Pennsylvania",2023-01-14,0.13
"1030","Tennessee",2023-01-14,0.18
"1031","United States",2023-01-14,0.23
"1032","Washington",2023-01-14,0.51
"1033","Alabama",2023-01-21,0.1
"1034","Arkansas",2023-01-21,0.16
"1035","Connecticut",2023-01-21,0.07
"1036","Georgia",2023-01-21,0.07
"1037","Iowa",2023-01-21,0.33
"1038","Kentucky",2023-01-21,0.21
"1039","Michigan",2023-01-21,0.13
"1040","New Mexico",2023-01-21,0.39
"1041","Oregon",2023-01-21,0.42
"1042","Pennsylvania",2023-01-21,0.12
"1043","South Dakota",2023-01-21,0.52
"1044","Texas",2023-01-21,0.17
"1045","Virginia",2023-01-21,0.11
"1046","Alabama",2023-01-28,0.1
"1047","Delaware",2023-01-28,0.18
"1048","Massachusetts",2023-01-28,0.15
"1049","Michigan",2023-01-28,0.11
"1050","Mississippi",2023-01-28,0.08
"1051","Nebraska",2023-01-28,0.17
"1052","New York",2023-01-28,0.09
"1053","North Dakota",2023-01-28,0.53
"1054","Rhode Island",2023-01-28,0.1
"1055","Utah",2023-01-28,0.32
"1056","California",2023-02-04,0.14
"1057","Hawaii",2023-02-04,0.14
"1058","Idaho",2023-02-04,0.24
"1059","Montana",2023-02-04,0.76
"1060","Nevada",2023-02-04,0.18
"1061","New York",2023-02-04,0.09
"1062","North Dakota",2023-02-04,0.35
"1063","Oklahoma",2023-02-04,0.14
"1064","Oregon",2023-02-04,0.36
"1065","United States",2023-02-04,0.12
"1066","West Virginia",2023-02-04,0.13
"1067","Wisconsin",2023-02-04,0.14
"1068","California",2023-02-11,0.13
"1069","Delaware",2023-02-11,0.1
"1070","Georgia",2023-02-11,0.05
"1071","Illinois",2023-02-11,0.09
"1072","Indiana",2023-02-11,0.1
"1073","Kansas",2023-02-11,0.13
"1074","Maryland",2023-02-11,0.1
"1075","Montana",2023-02-11,0.33
"1076","Nevada",2023-02-11,0.1
"1077","New Jersey",2023-02-11,0.1
"1078","New Mexico",2023-02-11,0.22
"1079","North Carolina",2023-02-11,0.08
"1080","Oregon",2023-02-11,0.21
"1081","Pennsylvania",2023-02-11,0.06
"1082","Rhode Island",2023-02-11,0.1
"1083","South Dakota",2023-02-11,0.2
"1084","California",2023-02-18,0.11
"1085","Colorado",2023-02-18,0.2
"1086","District of Columbia",2023-02-18,0.09
"1087","Florida",2023-02-18,0.1
"1088","Georgia",2023-02-18,0.04
"1089","Hawaii",2023-02-18,0.03
"1090","Indiana",2023-02-18,0.08
"1091","Michigan",2023-02-18,0.06
"1092","Mississippi",2023-02-18,0.05
"1093","Montana",2023-02-18,0.38
"1094","Nebraska",2023-02-18,0.14
"1095","New Hampshire",2023-02-18,0.04
"1096","North Carolina",2023-02-18,0.1
"1097","Oklahoma",2023-02-18,0.12
"1098","Texas",2023-02-18,0.1
"1099","Vermont",2023-02-18,0.22
"1100","West Virginia",2023-02-18,0.13
"1101","Alabama",2023-02-25,0.06
"1102","District of Columbia",2023-02-25,0.08
"1103","Louisiana",2023-02-25,0.06
"1104","Maine",2023-02-25,0.03
"1105","Minnesota",2023-02-25,0.19
"1106","Mississippi",2023-02-25,0.06
"1107","Montana",2023-02-25,0.3
"1108","Nebraska",2023-02-25,0.07
"1109","Nevada",2023-02-25,0.09
"1110","Oklahoma",2023-02-25,0.1
"1111","Wyoming",2023-02-25,0.55
"1112","Florida",2023-03-04,0.08
"1113","Kansas",2023-03-04,0.1
"1114","Nevada",2023-09-09,0.01
"1115","New Mexico",2023-09-09,0.03
"1116","New York",2023-09-09,0.03
"1117","Rhode Island",2023-09-09,0.09
"1118","Tennessee",2023-09-09,0.1
"1119","United States",2023-09-09,0.08
"1120","Georgia",2023-09-16,0.21
"1121","Illinois",2023-09-16,0.05
"1122","Maine",2023-09-16,0
"1123","Montana",2023-09-16,0.02
"1124","New Mexico",2023-09-16,0.02
"1125","North Dakota",2023-09-16,0.05
"1126","Oregon",2023-09-16,0.02
"1127","Tennessee",2023-09-16,0.13
"1128","United States",2023-09-16,0.09
"1129","Washington",2023-09-16,0.02
"1130","Wyoming",2023-09-16,0
"1131","Connecticut",2023-09-23,0.04
"1132","Georgia",2023-09-23,0.3
"1133","Indiana",2023-09-23,0.06
"1134","Kansas",2023-09-23,0.02
"1135","Minnesota",2023-09-23,0.02
"1136","Mississippi",2023-09-23,0.44
"1137","Nevada",2023-09-23,0.03
"1138","New Jersey",2023-09-23,0.06
"1139","New York",2023-09-23,0.04
"1140","North Carolina",2023-09-23,0.08
"1141","North Dakota",2023-09-23,0.07
"1142","Ohio",2023-09-23,0.04
"1143","Oklahoma",2023-09-23,0.04
"1144","Pennsylvania",2023-09-23,0.02
"1145","South Carolina",2023-09-23,0.23
"1146","Tennessee",2023-09-23,0.27
"1147","Texas",2023-09-23,0.21
"1148","United States",2023-09-23,0.13
"1149","Vermont",2023-09-23,0.02
"1150","Wyoming",2023-09-23,0.16
"1151","Alaska",2023-09-30,0.05
"1152","Connecticut",2023-09-30,0.03
"1153","Delaware",2023-09-30,0.2
"1154","Illinois",2023-09-30,0.13
"1155","Montana",2023-09-30,0
"1156","New Mexico",2023-09-30,0.08
"1157","North Dakota",2023-09-30,0.04
"1158","Oklahoma",2023-09-30,0.05
"1159","South Carolina",2023-09-30,0.23
"1160","Tennessee",2023-09-30,0.34
"1161","United States",2023-09-30,0.17
"1162","Utah",2023-09-30,0.03
"1163","Virginia",2023-09-30,0.2
"1164","Wisconsin",2023-09-30,0.02
"1165","Alaska",2023-10-07,0.09
"1166","Florida",2023-10-07,0.63
"1167","Idaho",2023-10-07,0.05
"1168","Massachusetts",2023-10-07,0.25
"1169","Montana",2023-10-07,0.01
"1170","New Hampshire",2023-10-07,0.1
"1171","New York",2023-10-07,0.08
"1172","Pennsylvania",2023-10-07,0.05
"1173","South Carolina",2023-10-07,0.34
"1174","Vermont",2023-10-07,0
"1175","Washington",2023-10-07,0.05
"1176","West Virginia",2023-10-07,0.05
"1177","Alabama",2023-10-14,0.65
"1178","Colorado",2023-10-14,0.07
"1179","Georgia",2023-10-14,0.59
"1180","Kansas",2023-10-14,0.06
"1181","Michigan",2023-10-14,0.06
"1182","Minnesota",2023-10-14,0.07
"1183","Nevada",2023-10-14,0.04
"1184","New Hampshire",2023-10-14,0.07
"1185","New Jersey",2023-10-14,0.23
"1186","New Mexico",2023-10-14,0.12
"1187","North Dakota",2023-10-14,0.04
"1188","Oklahoma",2023-10-14,0.14
"1189","Tennessee",2023-10-14,0.62
"1190","Vermont",2023-10-14,0.02
"1191","Virginia",2023-10-14,0.39
"1192","Washington",2023-10-14,0.08
"1193","California",2023-10-21,0.15
"1194","Hawaii",2023-10-21,0.63
"1195","Iowa",2023-10-21,0.19
"1196","Kentucky",2023-10-21,0.37
"1197","Louisiana",2023-10-21,0.71
"1198","Maine",2023-10-21,0.09
"1199","Montana",2023-10-21,0.01
"1200","New Jersey",2023-10-21,0.29
"1201","New York",2023-10-21,0.18
"1202","Ohio",2023-10-21,0.1
"1203","Oklahoma",2023-10-21,0.11
"1204","Oregon",2023-10-21,0.08
"1205","South Carolina",2023-10-21,0.64
"1206","Texas",2023-10-21,0.73
"1207","United States",2023-10-21,0.38
"1208","Vermont",2023-10-21,0.1
"1209","Wisconsin",2023-10-21,0.09
"1210","California",2023-10-28,0.2
"1211","Connecticut",2023-10-28,0.25
"1212","Kentucky",2023-10-28,0.43
"1213","Louisiana",2023-10-28,0.82
"1214","Massachusetts",2023-10-28,0.66
"1215","New Hampshire",2023-10-28,0.23
"1216","New York",2023-10-28,0.29
"1217","South Dakota",2023-10-28,0.06
"1218","Vermont",2023-10-28,0.06
"1219","Washington",2023-10-28,0.14
"1220","Alabama",2023-11-04,1.1
"1221","Colorado",2023-11-04,0.1
"1222","Delaware",2023-11-04,1.41
"1223","Illinois",2023-11-04,0.61
"1224","North Dakota",2023-11-04,0.06
"1225","Oklahoma",2023-11-04,0.36
"1226","Texas",2023-11-04,1.17
"1227","Vermont",2023-11-04,0.17
"1228","Washington",2023-11-04,0.19
"1229","West Virginia",2023-11-04,0.43
"1230","Wisconsin",2023-11-04,0.14
"1231","Illinois",2023-11-11,0.82
"1232","Iowa",2023-11-11,0.24
"1233","Louisiana",2023-11-11,1.22
"1234","Maine",2023-11-11,0.11
"1235","New Mexico",2023-11-11,0.44
"1236","Ohio",2023-11-11,0.3
"1237","Oklahoma",2023-11-11,0.55
"1238","Tennessee",2023-11-11,1.32
"1239","West Virginia",2023-11-11,0.57
"1240","Alabama",2023-11-18,1.62
"1241","California",2023-11-18,0.48
"1242","Delaware",2023-11-18,2.28
"1243","Hawaii",2023-11-18,0.66
"1244","Michigan",2023-11-18,0.45
"1245","North Carolina",2023-11-18,1.22
"1246","North Dakota",2023-11-18,0.11
"1247","Oklahoma",2023-11-18,0.85
"1248","South Carolina",2023-11-18,1.03
"1249","South Dakota",2023-11-18,0.13
"1250","United States",2023-11-18,0.84
"1251","Virginia",2023-11-18,0.97
"1252","Alabama",2023-11-25,1.79
"1253","Alaska",2023-11-25,1.04
"1254","Arkansas",2023-11-25,2.07
"1255","Florida",2023-11-25,0.71
"1256","Indiana",2023-11-25,0.94
"1257","Montana",2023-11-25,0.17
"1258","New Hampshire",2023-11-25,0.95
"1259","New Mexico",2023-11-25,1.19
"1260","North Dakota",2023-11-25,0.14
"1261","South Carolina",2023-11-25,1.27
"1262","Washington",2023-11-25,0.89
"1263","Arizona",2023-12-02,0.41
"1264","Arkansas",2023-12-02,2.31
"1265","Colorado",2023-12-02,0.57
"1266","Connecticut",2023-12-02,0.86
"1267","District of Columbia",2023-12-02,1.26
"1268","Hawaii",2023-12-02,0.58
"1269","Idaho",2023-12-02,0.29
"1270","Kentucky",2023-12-02,1.94
"1271","Maryland",2023-12-02,1.52
"1272","Montana",2023-12-02,0.14
"1273","Nevada",2023-12-02,0.7
"1274","New York",2023-12-02,0.89
"1275","Oregon",2023-12-02,0.56
"1276","Washington",2023-12-02,1.01
"1277","Wyoming",2023-12-02,0.42
"1278","Connecticut",2023-12-09,0.78
"1279","Florida",2023-12-09,0.52
"1280","Hawaii",2023-12-09,0.58
"1281","Minnesota",2023-12-09,1.32
"1282","Oklahoma",2023-12-09,1.22
"1283","Oregon",2023-12-09,0.7
"1284","South Carolina",2023-12-09,0.81
"1285","South Dakota",2023-12-09,0.39
"1286","Washington",2023-12-09,1.13
"1287","Colorado",2023-12-16,1.03
"1288","Connecticut",2023-12-16,0.8
"1289","Hawaii",2023-12-16,0.48
"1290","Kansas",2023-12-16,0.92
"1291","Minnesota",2023-12-16,1.63
"1292","New York",2023-12-16,0.9
"1293","Rhode Island",2023-12-16,0.99
"1294","Washington",2023-12-16,1.21
"1295","Wisconsin",2023-12-16,1.06
"1296","Alabama",2023-12-23,0.87
"1297","California",2023-12-23,0.88
"1298","District of Columbia",2023-12-23,0.72
"1299","Idaho",2023-12-23,0.91
"1300","Maine",2023-12-23,1.04
"1301","Nevada",2023-12-23,0.95
"1302","Texas",2023-12-23,0.86
"1303","Virginia",2023-12-23,0.76
"1304","Wisconsin",2023-12-23,1.24
"1305","Wyoming",2023-12-23,0.75
"1306","Arizona",2023-12-30,1.03
"1307","California",2023-12-30,0.94
"1308","Connecticut",2023-12-30,0.71
"1309","Florida",2023-12-30,0.4
"1310","Georgia",2023-12-30,0.29
"1311","Idaho",2023-12-30,0.99
"1312","Kansas",2023-12-30,1.43
"1313","Maine",2023-12-30,1.11
"1314","Michigan",2023-12-30,1.36
"1315","Mississippi",2023-12-30,0.38
"1316","Nevada",2023-12-30,1.22
"1317","New York",2023-12-30,0.86
"1318","North Dakota",2023-12-30,0.72
"1319","Pennsylvania",2023-12-30,1.03
"1320","Rhode Island",2023-12-30,0.9
"1321","South Dakota",2023-12-30,0.93
"1322","United States",2023-12-30,0.97
"1323","Arkansas",2024-01-06,1.49
"1324","Colorado",2024-01-06,1.08
"1325","Florida",2024-01-06,0.33
"1326","Hawaii",2024-01-06,0.58
"1327","Idaho",2024-01-06,1.41
"1328","Illinois",2024-01-06,1.27
"1329","Iowa",2024-01-06,1.83
"1330","Kansas",2024-01-06,1.44
"1331","Kentucky",2024-01-06,1.36
"1332","North Dakota",2024-01-06,0.67
